<div>34. .. Qxb2 <br>Was ist Weiß Antwort? (3..5)</div><img src=6k1_7p_b4np1_3p4_2pN4_4QP2_Pq4PP_1B4K1_w_-_-_0_35+oriTrue.svg>	<div>35. Qe6+ Kg7 36. Qe7+ Kh6 37. Qf8+ Kg5 38. h4+<br></div><a href=https://lichess.org/analysis/6k1/7p/b4np1/3p4/2pN4/4QP2/Pq4PP/1B4K1_w_-_-_0_35?color=white><br>2.1&gt&gt8.0<br></a><img src=5Q2_7p_b4np1_3p2k1_2pN3P_5P2_Pq4P1_1B4K1_b_-_-_0_38+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Mixed 35-deep fen CM2023/Stephan
<div>36. .. Kg8 <br>Was ist Weiß Antwort? (5..8)</div><img src=6k1_4Q2p_b4np1_3p4_2pN4_5P2_Pq4PP_1B4K1_w_-_-_4_37+oriTrue.svg>	<div>37. Qxf6 Qxb1+ 38. Kf2 Qb2+ 39. Kg3 Bc8 40. Qd8+ Kg7 41. Qe7+ Kg8 42. Qe8+ Kg7 43. Qe5+ {Weiß räumt beide Bauern ab.}<br></div><a href=https://lichess.org/analysis/6k1/4Q2p/b4np1/3p4/2pN4/5P2/Pq4PP/1B4K1_w_-_-_4_37?color=white><br>3.9&gt&gt4.6(0.4)<br></a><img src=2b5_6kp_6p1_3pQ3_2pN4_5PK1_Pq4PP_8_b_-_-_11_43+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Mixed 37-deep fen CM2023/Stephan
<div>38. .. Kh5 <br>Was ist Weiß Antwort? (3..5)</div><img src=5Q2_7p_b4np1_3p3k_2pN3P_5P2_Pq4P1_1B4K1_w_-_-_1_39+oriTrue.svg>	<div>39. Qxf6 Qxb1+ 40. Kh2 Qb8+ 41. Kh3 Bc8+ 42. g4+<br></div><a href=https://lichess.org/analysis/5Q2/7p/b4np1/3p3k/2pN3P/5P2/Pq4P1/1B4K1_w_-_-_1_39?color=white><br>8.0&gt&gt2.0<br></a><img src=1qb5_7p_5Qp1_3p3k_2pN2PP_5P1K_P7_8_b_-_-_0_42+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Mixed 39-deep fen CM2023/Stephan
<div>40. .. Kh3 <br>Was ist Weiß Antwort? (3..5)</div><img src=8_7p_b4Qp1_3p4_2pN2P1_5P1k_Pq6_1B4K1_w_-_-_1_41+oriTrue.svg>	<div>41. Bc2 Qc1+ 42. Kf2 Qd2+ 43. Ne2<br></div><a href=https://lichess.org/analysis/8/7p/b4Qp1/3p4/2pN2P1/5P1k/Pq6/1B4K1_w_-_-_1_41?color=white><br>4.8(0.4)&gt&gt10.3<br></a><img src=8_7p_b4Qp1_3p4_2p3P1_5P1k_P1BqNK2_8_b_-_-_6_43+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Mixed 41-deep fen CM2023/Stephan
<div>42. .. Qh1 <br>Was ist Weiß Antwort? (2..3)</div><img src=8_7p_b4Qp1_3p4_2pN2P1_5P1k_P1B2K2_7q_w_-_-_5_43+oriTrue.svg>	<div>43. Ne2 Qh2+ 44. Ke3 d4+ 45. Qxd4<br></div><a href=https://lichess.org/analysis/8/7p/b4Qp1/3p4/2pN2P1/5P1k/P1B2K2/7q_w_-_-_5_43?color=white><br>5.0&gt&gt5.1(0.4)<br></a><img src=8_7p_b5p1_8_2pQ2P1_4KP1k_P1B1N2q_8_b_-_-_0_45+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Mixed 43-deep fen CM2023/Stephan
<div>44. .. d4 <br>Was ist Weiß Antwort? (3..5)</div><img src=8_7p_Q5p1_8_2pp2P1_5P1k_P1q1NK2_8_w_-_-_0_45+oriTrue.svg>	<div>45. Qd6 Kh4 46. Qxd4 Qxa2 47. Qe3 g5 48. Qe5 Qa7+ 49. Kg2<br></div><a href=https://lichess.org/analysis/8/7p/Q5p1/8/2pp2P1/5P1k/P1q1NK2/8_w_-_-_0_45?color=white><br>9.0&gt&gt2.0<br></a><img src=8_q6p_8_4Q1p1_2p3Pk_5P2_4N1K1_8_b_-_-_3_49+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Mixed 45-deep fen CM2023/Stephan
<div>28. b4 <br>Was ist Schwarz Antwort?</div><img src=6r1_4kp1R_pp2p3_8_1P3r2_P1P5_2K1R1P1_8_b_-_-_0_28+oriFalse.svg>	<div>28. .. b5<br></div><a href=https://lichess.org/analysis/6r1/4kp1R/pp2p3/8/1P3r2/P1P5/2K1R1P1/8_b_-_-_0_28?color=black><br>-0.6&gt&gt-0.4<br></a><img src=6r1_4kp1R_p3p3_1p6_1P3r2_P1P5_2K1R1P1_8_w_-_-_0_29+oriFalse.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 28-deep fen https://www.youtube.com/watch?v=Hc0Ki9oD2KI
<div>30. Rf2 <br>Was ist Schwarz Antwort? (2..3)</div><img src=6r1_4kp1R_p3p3_1p6_1P4r1_PKP5_5RP1_8_b_-_-_3_30+oriFalse.svg>	<div>30. .. R8g7 31. Rxg7 Rxg7<br></div><a href=https://lichess.org/analysis/6r1/4kp1R/p3p3/1p6/1P4r1/PKP5/5RP1/8_b_-_-_3_30?color=black><br>-0.2&gt&gt-0.1<br></a><img src=8_4kpr1_p3p3_1p6_1P6_PKP5_5RP1_8_w_-_-_0_32+oriFalse.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 30-deep fen https://www.youtube.com/watch?v=Hc0Ki9oD2KI
<div>32. a4 <br>Was ist Schwarz Antwort? (2..3)</div><img src=8_4kpr1_p3p3_1p6_PP6_1KP5_5RP1_8_b_-_-_0_32+oriFalse.svg>	<div>32. .. f5 33. axb5 axb5<br></div><a href=https://lichess.org/analysis/8/4kpr1/p3p3/1p6/PP6/1KP5/5RP1/8_b_-_-_0_32?color=black><br>-0.1&gt&gt-0.1<br></a><img src=8_4k1r1_4p3_1p3p2_1P6_1KP5_5RP1_8_w_-_-_0_34+oriFalse.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 32-deep fen https://www.youtube.com/watch?v=Hc0Ki9oD2KI
<div>34. Ra2 <br>Was ist Schwarz Antwort?</div><img src=8_4k1r1_4p3_1p3p2_1P6_1KP5_R5P1_8_b_-_-_1_34+oriFalse.svg>	<div>34. .. Kd6<br></div><a href=https://lichess.org/analysis/8/4k1r1/4p3/1p3p2/1P6/1KP5/R5P1/8_b_-_-_1_34?color=black><br>-0.1&gt&gt-2.1<br></a><img src=8_6r1_3kp3_1p3p2_1P6_1KP5_R5P1_8_w_-_-_2_35+oriFalse.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 34-deep fen https://www.youtube.com/watch?v=Hc0Ki9oD2KI
<div>49. b5 <br>Was ist Schwarz Antwort? (2..3)</div><img src=1R6_8_8_1P6_4kp2_1KP3r1_4p1P1_8_b_-_-_0_49+oriFalse.svg>	<div>49. .. Re3 50. Re8+ Kd5<br></div><a href=https://lichess.org/analysis/1R6/8/8/1P6/4kp2/1KP3r1/4p1P1/8_b_-_-_0_49?color=black><br>-17.0&gt&gt-14.0<br></a><img src=4R3_8_8_1P1k4_5p2_1KP1r3_4p1P1_8_w_-_-_3_51+oriFalse.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 49-deep fen https://www.youtube.com/watch?v=Hc0Ki9oD2KI
<div>49. Re8+ <br>Was ist Schwarz Antwort? (2..3)</div><img src=4R3_8_8_8_1P2kp2_1KP3r1_4p1P1_8_b_-_-_1_49+oriFalse.svg>	<div>49. .. Kd3 50. Rd8+ Ke3 51. Re8+ Kf2<br></div><a href=https://lichess.org/analysis/4R3/8/8/8/1P2kp2/1KP3r1/4p1P1/8_b_-_-_1_49?color=black><br>-17.0&gt&gt-59.6<br></a><img src=4R3_8_8_8_1P3p2_1KP3r1_4pkP1_8_w_-_-_6_52+oriFalse.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 49-deep fen https://www.youtube.com/watch?v=Hc0Ki9oD2KI
<div>61. .. Rb5+ <br>Was ist Weiß Antwort? (3..5)</div><img src=3R4_8_6P1_1r4K1_8_2kp1P2_8_8_w_-_-_7_62+oriTrue.svg>	<div>62. Kf6 Rb6+ 63. Kf7 Rb7+ 64. Kf8<br></div><a href=https://lichess.org/analysis/3R4/8/6P1/1r4K1/8/2kp1P2/8/8_w_-_-_7_62?color=white><br>53.0&gt&gt53.0<br></a><img src=3R1K2_1r6_6P1_8_8_2kp1P2_8_8_b_-_-_12_64+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 62-deep fen https://www.youtube.com/watch?v=0v96JDr4y_s,/12m
<div>64. Rc8+ <br>Was ist Schwarz Antwort? (3..5)</div><img src=2R5_6P1_7K_8_8_2kp1r2_8_8_b_-_-_1_64+oriFalse.svg>	<div>64. .. Kb2 65. g8Q Rh3+ 66. Kg7 Rg3+<br></div><a href=https://lichess.org/analysis/2R5/6P1/7K/8/8/2kp1r2/8/8_b_-_-_1_64?color=black><br>0.0&gt&gt0.0<br></a><img src=2R3Q1_6K1_8_8_8_3p2r1_1k6_8_w_-_-_3_67+oriFalse.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 64-deep fen https://www.youtube.com/watch?v=0v96JDr4y_s,/12m
<div>64. .. Kd2 <br>Was ist Weiß Antwort? (3..5)</div><img src=2R5_6P1_7K_8_8_3p1r2_3k4_8_w_-_-_2_65+oriTrue.svg>	<div>65. Rc5 Rh3+ 66. Rh5 Rg3 67. Rg5<br></div><a href=https://lichess.org/analysis/2R5/6P1/7K/8/8/3p1r2/3k4/8_w_-_-_2_65?color=white><br>0.0&gt&gt16.0<br></a><img src=8_6P1_7K_6R1_8_3p2r1_3k4_8_b_-_-_7_67+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 65-deep fen https://www.youtube.com/watch?v=0v96JDr4y_s,/12m
<div>37. b3 <br>Was ist Schwarz Antwort?</div><img src=8_pr2k3_4p1p1_3pP2p_2pP3P_1P3R2_P4PP1_6K1_b_-_-_0_37+oriFalse.svg>	<div>37. .. Rb4<br></div><a href=https://lichess.org/analysis/8/pr2k3/4p1p1/3pP2p/2pP3P/1P3R2/P4PP1/6K1_b_-_-_0_37?color=black><br>0.7(0.4)&gt&gt0.6(0.4)<br></a><img src=8_p3k3_4p1p1_3pP2p_1rpP3P_1P3R2_P4PP1_6K1_w_-_-_1_38+oriFalse.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 37-deep fen https://lichess.org/zubF6FNS
<div>39. Rf6 <br>Was ist Schwarz Antwort? (5..8)</div><img src=8_4k3_4pRp1_p2pP2p_1rpP3P_1P4P1_P4P2_6K1_b_-_-_1_39+oriFalse.svg>	<div>39. .. a4 40. bxc4 dxc4 41. Rf3 Rb3 42. Kg2 c3 43. axb3 c2<br></div><a href=https://lichess.org/analysis/8/4k3/4pRp1/p2pP2p/1rpP3P/1P4P1/P4P2/6K1_b_-_-_1_39?color=black><br>0.5(0.4)&gt&gt-2.7(0.4)<br></a><img src=8_4k3_4p1p1_4P2p_p2P3P_1P3RP1_2p2PK1_8_w_-_-_0_44+oriFalse.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 39-deep fen https://lichess.org/zubF6FNS
<div>42. Rg7+ <br>Was ist Schwarz Antwort? (5..8)</div><img src=8_4k1R1_4p3_4P2p_pr1P3P_2p3P1_P4P2_6K1_b_-_-_1_42+oriFalse.svg>	<div>41. .. Kd8 42. Rg8+ Kd7 43. Rg7+ Kc8 44. Rg8+ Kb7 45. Rg7+ Kc6<br></div><a href=https://lichess.org/analysis/8/4k1R1/4p3/4P2p/pr1P3P/2p3P1/P4P2/6K1_b_-_-_1_42?color=black><br>-6.7(0.4)&gt&gt-7.2(0.4)<br></a><img src=8_6R1_2k1p3_4P2p_pr1P3P_2p3P1_P4P2_6K1_w_-_-_10_47+oriFalse.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 42-deep fen https://lichess.org/zubF6FNS
<div>47. Rg8 <br>Was ist Schwarz Antwort?</div><img src=6R1_8_2k1p3_4P2p_pr1P3P_2p3P1_P4P2_6K1_b_-_-_11_47+oriFalse.svg>	<div>47. .. Rc4<br></div><a href=https://lichess.org/analysis/6R1/8/2k1p3/4P2p/pr1P3P/2p3P1/P4P2/6K1_b_-_-_11_47?color=black><br>-7.2(0.4)&gt&gt-7.2(0.4)<br></a><img src=6R1_8_2k1p3_4P2p_p1rP3P_2p3P1_P4P2_6K1_w_-_-_12_48+oriFalse.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 47-deep fen https://lichess.org/zubF6FNS
<div>53. Ke1 <br>Was ist Schwarz Antwort?</div><img src=8_8_4p3_7p_p1r4P_3k2P1_P1p2P2_2R1K3_b_-_-_5_53+oriFalse.svg>	<div>53. .. Re4+<br></div><a href=https://lichess.org/analysis/8/8/4p3/7p/p1r4P/3k2P1/P1p2P2/2R1K3_b_-_-_5_53?color=black><br>-8.8(0.4)&gt&gt-10.2(0.4)<br></a><img src=8_8_4p3_7p_p3r2P_3k2P1_P1p2P2_2R1K3_w_-_-_6_54+oriFalse.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 53-deep fen https://lichess.org/zubF6FNS
<div>Was zieht Weiß? (8..13)</div><img src=2K5_2P4R_8_k7_8_8_2r4p_8_w_-_-_0_1+oriTrue.svg>	<div>1. Kb7 Rb2+ 2. Ka7 Rc2 3. Rh5+ Ka4 4. Kb6 Rb2+ 5. Ka6 Rc2 6. Rh4+ Ka3 7. Kb6 Rb2+ 8. Ka5 Rc2 9. Rh3+ Ka2 10. Rxh2 {Das Lasker-Manöver. Weiß gewinnt}<br></div><a href=https://lichess.org/analysis/2K5/2P4R/8/k7/8/8/2r4p/8_w_-_-_0_1?color=white><br>64.1&gt&gt20.0<br></a><img src=8_2P5_8_K7_8_8_k1r4R_8_b_-_-_0_10+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 1-deep fen https://www.youtube.com/watch?v=sSLBHozJ6kM
<div>42. fxe4 <br>Was zieht Schwarz? (5..8)</div><img src=8_1p1n1p1k_7p_6p1_p1P1P3_P2rB2P_1P3K2_6R1_b_-_-_0_42+oriFalse.svg>	<div>42. .. Ne5 43. Ke2 Rb3 44. Bd4 Nf3 45. Rd1 Nxd4+ 46. Rxd4 Rxb2+<br></div><a href=https://lichess.org/analysis/8/1p1n1p1k/7p/6p1/p1P1P3/P2rB2P/1P3K2/6R1_b_-_-_0_42?color=black><br>-4.4&gt&gt-3.7<br></a><img src=8_1p3p1k_7p_6p1_p1PRP3_P6P_1r2K3_8_w_-_-_0_47+oriFalse.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 42-deep fen Muzychuk-Kashlinskaya-Munich-2023
<div>50. c5 <br>Was zieht Schwarz? (2..3)</div><img src=8_1p1R1p2_5k1p_2P3p1_p3P3_Pr5P_6K1_8_b_-_-_0_50+oriFalse.svg>	<div>50. .. h5 51. Rc7 h4<br></div><a href=https://lichess.org/analysis/8/1p1R1p2/5k1p/2P3p1/p3P3/Pr5P/6K1/8_b_-_-_0_50?color=black><br>-5.7&gt&gt-6.0<br></a><img src=8_1pR2p2_5k2_2P3p1_p3P2p_Pr5P_6K1_8_w_-_-_0_52+oriFalse.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 50-deep fen Muzychuk-Kashlinskaya-Munich-2023
<div>59. Ra8 <br>Was zieht Schwarz? (3..5)</div><img src=R7_8_6k1_6p1_p6p_r6P_7K_8_b_-_-_3_59+oriFalse.svg>	<div>59. .. Kf5 60. Rf8+ Ke4 61. Re8+ Kf3 62. Rf8+ Ke2<br></div><a href=https://lichess.org/analysis/R7/8/6k1/6p1/p6p/r6P/7K/8_b_-_-_3_59?color=black><br>-13.1&gt&gt-8.5<br></a><img src=5R2_8_8_6p1_p6p_r6P_4k2K_8_w_-_-_10_63+oriFalse.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 59-deep fen Muzychuk-Kashlinskaya-Munich-2023
<div>63. Ra8 <br>Was zieht Schwarz? (3..5)</div><img src=R7_8_8_6p1_p6p_r6P_4k2K_8_b_-_-_11_63+oriFalse.svg>	<div>63. .. Ra2 64. Ra5 Kf3+ 65. Kg1 g4 66. hxg4 Kg3 67. Kf1 h3<br></div><a href=https://lichess.org/analysis/R7/8/8/6p1/p6p/r6P/4k2K/8_b_-_-_11_63?color=black><br>-8.5&gt&gt-9.0<br></a><img src=8_8_8_R7_p5P1_6kp_r7_5K2_w_-_-_0_68+oriFalse.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 63-deep fen Muzychuk-Kashlinskaya-Munich-2023
<div>32. .. Rc3 <br>Was ist Weiß Antwort? (2..3)</div><img src=6k1_pp3pp1_8_P2RP2p_3P4_2r1PKPP_r7_1R6_w_-_-_3_33+oriTrue.svg>	<div>33. e6 fxe6 34. Rxh5<br></div><a href=https://lichess.org/analysis/6k1/pp3pp1/8/P2RP2p/3P4/2r1PKPP/r7/1R6_w_-_-_3_33?color=white><br>4.2(0.4)&gt&gt4.7(0.4)<br></a><img src=6k1_pp4p1_4p3_P6R_3P4_2r1PKPP_r7_1R6_b_-_-_0_34+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 33-deep fen https://lichess.org/z3krFVMB
<div>34. .. Rc7 <br>Was ist Weiß Antwort? (3..5)</div><img src=6k1_ppr3p1_4p3_P6R_3P4_4PKPP_r7_1R6_w_-_-_1_35+oriTrue.svg>	<div>35. Rhb5 Kf8 36. Rxb7 Rxb7 37. Rxb7<br></div><a href=https://lichess.org/analysis/6k1/ppr3p1/4p3/P6R/3P4/4PKPP/r7/1R6_w_-_-_1_35?color=white><br>4.7(0.4)&gt&gt3.8(0.4)<br></a><img src=5k2_pR4p1_4p3_P7_3P4_4PKPP_r7_8_b_-_-_0_37+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 35-deep fen https://lichess.org/z3krFVMB
<div>26. .. cxb5 <br>Was ist Weiß Antwort? (2..3)</div><img src=1rr3k1_pp3ppp_4p3_1p1nP3_P2P4_4PBPP_6K1_1R2R3_w_-_-_0_27+oriTrue.svg>	<div>27. Bxd5 exd5 28. Rxb5<br></div><a href=https://lichess.org/analysis/1rr3k1/pp3ppp/4p3/1p1nP3/P2P4/4PBPP/6K1/1R2R3_w_-_-_0_27?color=white><br>0.1(0.5)&gt&gt2.8(0.4)<br></a><img src=1rr3k1_pp3ppp_8_1R1pP3_P2P4_4P1PP_6K1_4R3_b_-_-_0_28+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 27-deep fen https://lichess.org/Vx5Vvr56
<div>36. .. Rc1 <br>Was ist Weiß Antwort?</div><img src=8_3R1p2_1p2pk2_8_P3P1p1_3K2P1_1P3P2_2r5_w_-_-_1_37+oriTrue.svg>	<div>37. Rb7<br></div><a href=https://lichess.org/analysis/8/3R1p2/1p2pk2/8/P3P1p1/3K2P1/1P3P2/2r5_w_-_-_1_37?color=white><br>3.6(0.4)&gt&gt3.8(0.4)<br></a><img src=8_1R3p2_1p2pk2_8_P3P1p1_3K2P1_1P3P2_2r5_b_-_-_2_37+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 37-deep fen https://lichess.org/xmkRCauo
<div>32. .. Kh7 <br>Was ist Weiß Antwort? (2..3)</div><img src=8_5r1k_p5R1_1pr5_6R1_8_PP3P1P_6K1_w_-_-_1_33+oriTrue.svg>	<div>33. R6g5 Rxg5 34. Rxg5<br></div><a href=https://lichess.org/analysis/8/5r1k/p5R1/1pr5/6R1/8/PP3P1P/6K1_w_-_-_1_33?color=white><br>2.2(0.4)&gt&gt3.5(0.4)<br></a><img src=8_5r1k_p7_1p4R1_8_8_PP3P1P_6K1_b_-_-_0_34+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 33-deep fen https://lichess.org/kr8d8P8E
<div>34. .. Rc7 <br>Was ist Weiß Antwort? (3..5)</div><img src=8_2r4k_p7_1p4R1_8_8_PP3P1P_6K1_w_-_-_1_35+oriTrue.svg>	<div>35. a3 Rc2 36. b4 Rc3 37. Rg3<br></div><a href=https://lichess.org/analysis/8/2r4k/p7/1p4R1/8/8/PP3P1P/6K1_w_-_-_1_35?color=white><br>3.5(0.4)&gt&gt3.6(0.4)<br></a><img src=8_7k_p7_1p6_1P6_P1r3R1_5P1P_6K1_b_-_-_2_37+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 35-deep fen https://lichess.org/kr8d8P8E
<div>37. .. Rb1 <br>Was ist Weiß Antwort? (2..3)</div><img src=8_7k_p7_6R1_1P6_8_1P3PKP_1r6_w_-_-_3_38+oriTrue.svg>	<div>38. Ra5 Rxb2 39. Ra4<br></div><a href=https://lichess.org/analysis/8/7k/p7/6R1/1P6/8/1P3PKP/1r6_w_-_-_3_38?color=white><br>4.0&gt&gt2.6<br></a><img src=8_7k_p7_8_RP6_8_1r3PKP_8_b_-_-_1_39+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 38-deep fen https://lichess.org/kr8d8P8E
<div>Qe3 <br>Was zieht Schwarz? (3..5)</div><img src=6r1_1pp5_p2p2rk_3P4_5P2_4Q2P_PP5K_8_b_-_-_1_1+oriFalse.svg>	<div>1. .. Rg2+ 2. Kh1 R2g3 3. Qe6+ R8g6<br></div><a href=https://lichess.org/analysis/6r1/1pp5/p2p2rk/3P4/5P2/4Q2P/PP5K/8_b_-_-_1_1?color=black><br>0.2(0.4)&gt&gt-8.3(0.4)<br></a><img src=8_1pp5_p2pQ1rk_3P4_5P2_6rP_PP6_7K_w_-_-_6_4+oriFalse.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 1-deep fen Taktikaufgabe
